epoch,episodes,wins,draws,losses,win_rate,avg_reward,avg_steps,learner_rating,num_players
181,100,37,0,63,0.370000,-0.380000,347.820000,2466.910487,11
182,100,45,0,55,0.450000,-0.190000,392.200000,2512.192079,11
183,100,67,0,33,0.670000,0.360000,355.020000,2649.114004,11
184,100,58,1,41,0.580000,0.200000,433.640000,2610.389521,11
185,100,61,0,39,0.610000,0.210000,443.430000,2646.907196,11
186,100,65,0,35,0.650000,0.350000,421.890000,2701.123863,11
187,100,50,0,50,0.500000,-0.040000,380.180000,2577.142083,11
188,100,66,0,34,0.660000,0.360000,501.760000,2587.136850,11
189,100,25,0,75,0.250000,-1.060000,92.220000,1912.877061,11
190,100,49,0,51,0.490000,-0.280000,93.090000,1874.127556,11
191,100,53,0,47,0.530000,-0.100000,97.230000,2032.580456,11
192,100,56,0,44,0.560000,-0.050000,120.800000,2128.699266,11
193,100,58,0,42,0.580000,0.100000,134.390000,2256.200434,11
194,100,47,0,53,0.470000,-0.140000,166.050000,2272.644157,11
195,100,46,0,54,0.460000,-0.300000,153.300000,2298.622223,11
196,100,57,0,43,0.570000,0.080000,179.730000,2396.934977,11
197,100,41,0,59,0.410000,-0.220000,260.770000,2407.290012,11
198,100,65,0,35,0.650000,0.340000,184.160000,2360.383876,11
199,100,64,0,36,0.640000,0.290000,200.230000,2361.302357,11
200,100,48,0,52,0.480000,-0.170000,291.140000,2479.496613,11
201,100,41,1,58,0.410000,-0.180000,229.950000,2498.907748,12
202,100,46,0,54,0.460000,-0.070000,235.890000,2459.906346,12
203,100,48,0,52,0.480000,0.050000,282.060000,2422.802157,12
204,100,56,0,44,0.560000,0.050000,308.600000,2748.131852,12
205,100,32,1,67,0.320000,-0.760000,128.590000,2194.507311,12
206,100,41,0,59,0.410000,-0.750000,91.280000,1975.162360,12
207,100,66,0,34,0.660000,0.130000,142.180000,2335.126430,12
208,100,42,1,57,0.420000,-0.240000,206.640000,2376.345395,12
209,100,46,1,53,0.460000,-0.090000,241.130000,2418.669355,12
210,100,58,0,42,0.580000,0.190000,291.590000,2413.821416,12
211,100,60,0,40,0.600000,0.210000,401.390000,2591.413756,12
212,100,58,0,42,0.580000,0.170000,355.860000,2724.321496,12
213,100,58,0,42,0.580000,0.200000,377.420000,2787.226332,12
214,100,59,0,41,0.590000,0.250000,366.530000,2735.763896,12
215,100,53,1,46,0.530000,0.070000,301.990000,2777.708935,12
216,100,65,0,35,0.650000,0.340000,380.160000,2770.147244,12
217,100,42,0,58,0.420000,-0.190000,285.700000,2412.984038,12
218,100,60,1,39,0.600000,0.240000,281.580000,2555.402231,12
219,100,43,0,57,0.430000,-0.280000,279.810000,2541.228730,12
220,100,47,1,52,0.470000,-0.140000,288.290000,2454.615017,12
221,100,34,0,66,0.340000,-0.560000,124.600000,2074.658462,13
222,100,56,0,44,0.560000,-0.010000,128.480000,2073.554980,13
223,100,59,0,41,0.590000,0.090000,162.660000,2230.921236,13
224,100,59,0,41,0.590000,0.230000,205.820000,2507.829841,13
225,100,48,0,52,0.480000,-0.110000,256.580000,2479.095866,13
226,100,49,0,51,0.490000,-0.020000,268.360000,2465.312336,13
227,100,36,0,64,0.360000,-0.350000,99.860000,2312.483726,13
228,100,47,0,53,0.470000,0.010000,116.830000,2312.088778,13
229,100,47,0,53,0.470000,-0.030000,122.490000,2348.417959,13
230,100,51,0,49,0.510000,0.130000,155.910000,2437.983000,13
231,100,47,0,53,0.470000,-0.160000,160.170000,2480.898493,13
232,100,37,0,63,0.370000,-0.260000,127.520000,2285.159728,13
233,100,56,0,44,0.560000,0.220000,119.590000,2311.772796,13
234,100,47,0,53,0.470000,-0.020000,161.000000,2529.339943,13
235,100,46,0,54,0.460000,-0.020000,198.700000,2542.400360,13
236,100,41,0,59,0.410000,-0.140000,257.470000,2486.800336,13
237,100,49,0,51,0.490000,0.000000,249.250000,2552.441076,13
238,100,61,1,38,0.610000,0.260000,284.250000,2618.854506,13
