epoch,episodes,wins,draws,losses,win_rate,avg_reward,avg_steps,learner_rating,num_players
294,50,40,1,9,0.800000,0.740000,304.500000,3003.951461,50
295,50,33,0,17,0.660000,0.340000,361.340000,2961.156950,50
296,50,37,0,13,0.740000,0.640000,446.480000,3063.811029,50
297,50,34,0,16,0.680000,0.380000,405.980000,3005.162190,50
298,50,41,0,9,0.820000,0.640000,402.020000,3084.729085,50
299,50,36,0,14,0.720000,0.620000,385.660000,2943.951596,50
300,50,36,0,14,0.720000,0.520000,401.340000,2969.289443,50
301,50,31,0,19,0.620000,0.300000,305.560000,2923.338137,50
302,50,33,0,17,0.660000,0.300000,468.080000,2975.113951,50
303,50,33,0,17,0.660000,0.460000,540.400000,2992.107725,50
304,50,34,0,16,0.680000,0.400000,444.180000,3016.592246,50
305,50,37,0,13,0.740000,0.540000,377.200000,3004.733961,50
306,50,32,0,18,0.640000,0.360000,602.780000,3041.939340,50
307,50,36,0,14,0.720000,0.520000,372.880000,3065.544345,50
308,50,30,0,20,0.600000,0.140000,454.420000,2979.845621,50
309,50,23,0,27,0.460000,-0.020000,160.580000,2732.204506,50
310,50,30,0,20,0.600000,0.260000,219.100000,2718.914965,50
311,50,32,0,18,0.640000,0.260000,244.640000,2813.797096,50
312,50,28,0,22,0.560000,0.100000,220.580000,2734.439268,50
313,50,31,0,19,0.620000,0.380000,213.540000,2803.152985,50
314,50,29,1,20,0.580000,0.300000,230.940000,2820.995919,50
315,50,30,0,20,0.600000,0.300000,316.160000,2828.193436,50
316,50,35,0,15,0.700000,0.460000,333.720000,2957.494136,50
317,50,30,0,20,0.600000,0.220000,328.460000,2870.252521,50
318,50,32,0,18,0.640000,0.320000,284.900000,2914.123124,50
319,50,36,0,14,0.720000,0.480000,460.720000,3040.153330,50
320,50,34,0,16,0.680000,0.360000,547.920000,3031.928669,50
321,50,14,0,36,0.280000,-0.580000,138.140000,2646.310083,50
322,50,32,0,18,0.640000,0.300000,133.200000,2763.577564,50
323,50,26,2,22,0.520000,0.120000,186.600000,2744.577062,50
324,50,21,0,29,0.420000,-0.160000,156.800000,2594.774990,50
325,50,29,0,21,0.580000,0.240000,203.180000,2710.041518,50
326,50,28,0,22,0.560000,0.260000,205.680000,2755.935743,50
327,50,27,0,23,0.540000,0.060000,239.320000,2798.200414,50
328,50,23,0,27,0.460000,-0.120000,126.200000,2613.775870,50
329,50,24,0,26,0.480000,-0.020000,118.880000,2631.564690,50
330,50,24,0,26,0.480000,-0.120000,118.260000,2536.523553,50
331,50,28,1,21,0.560000,0.200000,124.300000,2584.453177,50
332,50,26,1,23,0.520000,0.060000,149.540000,2631.272773,50
333,50,31,0,19,0.620000,0.340000,162.060000,2708.572199,50
334,50,26,0,24,0.520000,0.020000,168.300000,2704.320654,50
335,50,23,0,27,0.460000,-0.180000,172.220000,2664.041714,50
336,50,28,0,22,0.560000,0.080000,189.320000,2739.393663,50
337,50,29,0,21,0.580000,0.220000,220.000000,2761.592321,50
338,50,28,0,22,0.560000,0.120000,236.000000,2771.898891,50
339,50,26,0,24,0.520000,0.000000,164.440000,2772.141708,50
340,50,26,0,24,0.520000,0.120000,205.180000,2743.680859,50
341,50,29,0,21,0.580000,0.300000,237.880000,2830.607209,50
342,50,29,0,21,0.580000,0.240000,208.840000,2798.357795,50
343,50,26,0,24,0.520000,0.040000,222.440000,2732.507289,50
344,50,27,0,23,0.540000,0.160000,165.420000,2742.800675,50
345,50,28,0,22,0.560000,0.160000,196.760000,2738.939518,50
346,50,32,0,18,0.640000,0.380000,288.200000,2854.761546,50
347,50,32,0,18,0.640000,0.220000,208.300000,2900.166418,50
348,50,31,0,19,0.620000,0.320000,317.220000,2899.944480,50
349,50,22,0,28,0.440000,-0.260000,134.560000,2662.635328,50
350,50,23,0,27,0.460000,-0.080000,145.560000,2578.631501,50
351,50,28,0,22,0.560000,0.140000,132.340000,2709.035323,50
352,50,30,0,20,0.600000,0.280000,150.420000,2744.029309,50
353,50,29,0,21,0.580000,0.160000,216.720000,2752.398807,50
354,50,28,0,22,0.560000,0.120000,220.160000,2718.246803,50
355,50,31,0,19,0.620000,0.320000,207.720000,2895.967664,50
356,50,25,1,24,0.500000,0.060000,259.060000,2824.000493,50
357,50,30,0,20,0.600000,0.180000,267.320000,2904.591097,50
358,50,32,0,18,0.640000,0.300000,332.420000,2918.131151,50
359,50,29,0,21,0.580000,0.160000,262.980000,2889.823029,50
360,50,32,0,18,0.640000,0.260000,299.520000,2969.044543,50
361,50,30,1,19,0.600000,0.180000,245.260000,2933.222084,50
362,50,32,0,18,0.640000,0.280000,321.340000,2940.993251,50
363,50,33,0,17,0.660000,0.320000,468.700000,2989.432509,50
364,50,32,0,18,0.640000,0.300000,450.920000,2975.372573,50
365,50,32,0,18,0.640000,0.300000,359.720000,2975.531703,50
366,50,28,1,21,0.560000,0.140000,304.460000,2886.748115,50
367,50,31,0,19,0.620000,0.260000,420.220000,2942.297548,50
368,50,15,0,35,0.300000,-0.660000,107.200000,2524.168703,50
369,50,16,0,34,0.320000,-0.600000,100.420000,2437.648580,50
370,50,17,0,33,0.340000,-0.680000,96.240000,2431.291754,50
371,50,24,0,26,0.480000,-0.160000,118.440000,2550.811455,50
372,50,23,0,27,0.460000,-0.280000,122.140000,2537.105699,50
373,50,24,0,26,0.480000,-0.100000,147.220000,2608.511596,50
374,50,27,1,22,0.540000,0.180000,152.100000,2738.180507,50
375,50,23,0,27,0.460000,-0.100000,169.200000,2635.157581,50
376,50,28,0,22,0.560000,0.080000,213.500000,2730.243560,50
377,50,24,0,26,0.480000,-0.080000,221.980000,2681.254256,50
378,50,30,0,20,0.600000,0.220000,169.200000,2789.526345,50
379,50,24,1,25,0.480000,-0.040000,159.120000,2773.629716,50
380,50,24,0,26,0.480000,-0.060000,149.500000,2674.840963,50
381,50,21,0,29,0.420000,-0.240000,161.520000,2627.010309,50
382,50,17,1,32,0.340000,-0.340000,116.780000,2536.877456,50
383,50,25,0,25,0.500000,-0.040000,128.300000,2664.032906,50
384,50,25,0,25,0.500000,0.080000,143.060000,2680.979941,50
385,50,23,0,27,0.460000,0.000000,181.100000,2680.502926,50
386,50,23,1,26,0.460000,-0.040000,176.420000,2631.919932,50
387,50,21,0,29,0.420000,-0.340000,124.740000,2576.772347,50
388,50,21,0,29,0.420000,-0.180000,132.760000,2560.660715,50
389,50,25,0,25,0.500000,-0.060000,121.820000,2604.656371,50
390,50,24,0,26,0.480000,-0.100000,125.980000,2612.891737,50
391,50,17,0,33,0.340000,-0.760000,70.780000,2464.789871,50
392,50,13,0,37,0.260000,-0.840000,83.000000,2384.337086,50
393,50,19,0,31,0.380000,-0.540000,92.240000,2421.046257,50
394,50,18,0,32,0.360000,-0.580000,86.580000,2384.039788,50
395,50,19,0,31,0.380000,-0.480000,104.600000,2423.726385,50
396,50,26,0,24,0.520000,-0.180000,117.300000,2607.295470,50
397,50,26,0,24,0.520000,-0.100000,142.180000,2631.635402,50
398,50,23,0,27,0.460000,-0.220000,178.780000,2655.603553,50
399,50,34,0,16,0.680000,0.340000,180.080000,2876.837985,50
400,50,33,0,17,0.660000,0.220000,282.740000,2960.308751,50
401,50,29,0,21,0.580000,0.140000,307.520000,2922.109407,50
402,50,34,1,15,0.680000,0.420000,358.760000,2984.034416,50
403,50,37,0,13,0.740000,0.440000,328.560000,3012.470746,50
404,50,35,0,15,0.700000,0.400000,363.780000,3036.215154,50
405,50,30,0,20,0.600000,0.160000,411.820000,2884.247105,50
406,50,35,0,15,0.700000,0.460000,350.880000,3004.215505,50
407,50,25,1,24,0.500000,-0.040000,233.120000,2821.596715,50
408,50,32,1,17,0.640000,0.300000,233.060000,2890.917916,50
409,50,28,0,22,0.560000,0.060000,340.180000,2870.750147,50
410,50,20,0,30,0.400000,-0.260000,166.720000,2704.259282,50
411,50,25,0,25,0.500000,-0.100000,169.500000,2723.140926,50
412,50,34,1,15,0.680000,0.420000,333.420000,2942.145736,50
413,50,14,0,36,0.280000,-0.900000,78.160000,2619.557976,50
414,50,11,0,39,0.220000,-1.200000,77.900000,2447.259646,50
415,50,16,0,34,0.320000,-0.780000,92.380000,2475.025973,50
416,50,22,0,28,0.440000,-0.220000,117.520000,2506.146568,50
